suite,dataset,method,metric,nominal_bpd,actual_bytes_per_vector,index_size_mb,train_time_ms,encode_time_ms,mean_relative_error,p95_relative_error,mean_ip_relative_error,p95_ip_relative_error,mean_absolute_error,top10_overlap,pairwise_flip_rate,fixed_candidate_recall,query_count,candidate_size,threads,repeat_id,git_commit
01_quantizer_fair,dbpedia,Ours_RaBitQ_K1,L2,4,2585,2440.61,0,887687,0.00606678,0.0148357,0.00143412,0.0035344,0.00230989,0.95019,0.0536164,0.95019,10000,1000,1,0,a424dcb809fd725c44dd976d9063febd4837d16a
