suite,dataset,method,metric,nominal_bpd,actual_bytes_per_vector,index_size_mb,train_time_ms,encode_time_ms,mean_relative_error,p95_relative_error,mean_ip_relative_error,p95_ip_relative_error,mean_absolute_error,top10_overlap,pairwise_flip_rate,fixed_candidate_recall,query_count,candidate_size,threads,repeat_id,git_commit
01_quantizer_fair,agnews,PQ_4bit,L2,4,512,375.737,53964,3249.7,0.00864586,0.0211586,0.00868433,0.0187652,2.19518,0.9554,0.0532509,0.9554,1000,1000,1,0,a424dcb809fd725c44dd976d9063febd4837d16a
