suite,dataset,method,metric,nominal_bpd,actual_bytes_per_vector,index_size_mb,train_time_ms,encode_time_ms,mean_relative_error,p95_relative_error,mean_ip_relative_error,p95_ip_relative_error,mean_absolute_error,top10_overlap,pairwise_flip_rate,fixed_candidate_recall,query_count,candidate_size,threads,repeat_id,git_commit
01_quantizer_fair,agnews,SQ_4bit,L2,4,512,375.683,206.847,1613.62,0.0251561,0.0426123,0.00600989,0.0150202,6.27194,0.9457,0.0637002,0.9457,1000,1000,1,0,a424dcb809fd725c44dd976d9063febd4837d16a
