suite,dataset,method,metric,nominal_bpd,actual_bytes_per_vector,index_size_mb,train_time_ms,encode_time_ms,mean_relative_error,p95_relative_error,mean_ip_relative_error,p95_ip_relative_error,mean_absolute_error,top10_overlap,pairwise_flip_rate,fixed_candidate_recall,query_count,candidate_size,threads,repeat_id,git_commit
01_quantizer_fair,agnews,Ours_RaBitQ_K1,L2,4,1305,957.542,0,190689,0.00534896,0.0132795,0.00371625,0.00938102,1.36938,0.9576,0.0449893,0.9576,1000,1000,1,0,a424dcb809fd725c44dd976d9063febd4837d16a
