suite,dataset,method,metric,nominal_bpd,actual_bytes_per_vector,index_size_mb,train_time_ms,encode_time_ms,mean_relative_error,p95_relative_error,mean_ip_relative_error,p95_ip_relative_error,mean_absolute_error,top10_overlap,pairwise_flip_rate,fixed_candidate_recall,query_count,candidate_size,threads,repeat_id,git_commit
01_quantizer_fair,gist,SQ_4bit,L2,4,480,457.771,192.816,1377.3,0.124692,0.249139,0.0158057,0.0382786,0.164958,0.6718,0.231835,0.6718,1000,1000,1,0,a424dcb809fd725c44dd976d9063febd4837d16a
