config_id,search_param,search_width,effective_search_width,ablation,beam_width,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,index_size_mb,resident_bytes,peak_rss_bytes,io_requests_per_query,sectors_4k_per_query,bytes_read_per_query,io_wait_us,distance_compute_us,query_prep_us,queue_compute_us,rerank_us,visited_nodes,distance_evaluations,db1_checks,db1_survivors,full4_candidates,full4_page_reads,rerank_candidates,rerank_page_reads,query_count,dataset,method,source_row,qps_units,p95_ms,read_mib,formal_ready,workers,cache_mode,repeat_id,source_run_id,binary_sha256,query_split_sha256
beam1,40,40,40,db1+coalescing+reuse,1,0.873,221.148700149,143216.81064125,140223.622,185380.145,234383.311,1772.568249702,152003840,596455424,537.34375,585.32625,2397496.32,132158.15921125,455.95347,65.50313625,882.9937025,6370.0377025,2338.38875,697.0925,2337.38875,696.0925,697.0925,545.92125,40.0,39.3775,800,gist,Ours-Disk,21,queries/s,185.380145,2.2864306640625,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,50,50,50,db1+coalescing+reuse,1,0.894625,171.527280527,184442.89173,177719.533,259111.256,359482.448,1772.568249702,152003840,596455424,629.56,678.91875,2780851.2,146450.70083125,1424.85385375,99.168415,2164.44538125,12656.1659175,2765.4425,790.21125,2764.4425,789.21125,790.21125,629.635,50.0,49.17125,800,gist,Ours-Disk,22,queries/s,259.11125599999997,2.6520263671875,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,60,60,60,db1+coalescing+reuse,1,0.914875,148.803078084,212764.7503,207038.371,300039.811,425975.262,1772.568249702,152003840,599117824,718.72375,769.37625,3151365.12,163135.3332275,1876.96878875,101.28396875,2560.468725,16216.96641625,3184.055,879.8075,3183.055,878.8075,879.8075,710.12125,60.0,58.98875,800,gist,Ours-Disk,23,queries/s,300.039811,3.0053759765625,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,70,70,70,db1+coalescing+reuse,1,0.927625,137.110315749,230350.33702125,222063.027,321122.96,463660.968,1772.568249702,152003840,599117824,803.09,855.03875,3502238.72,188883.77235125,1646.15383375,90.76427375,2429.69001375,15466.45499375,3595.03125,964.23125,3594.03125,963.23125,964.23125,785.75625,70.0,68.805,800,gist,Ours-Disk,24,queries/s,321.12296000000003,3.3399951171875,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,80,80,80,db1+coalescing+reuse,1,0.937875,118.308331289,267150.907535,259392.984,386332.912,519613.051,1772.568249702,152003840,599117824,885.84375,939.0475,3846338.56,210144.926735,2318.69712375,101.27608875,3050.2667525,21499.95147875,3997.53,1046.5225,3996.53,1045.5225,1046.5225,859.565,80.0,78.69625,800,gist,Ours-Disk,25,queries/s,386.332912,3.668154296875,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,90,90,90,db1+coalescing+reuse,1,0.945375,109.670087847,288792.61782125,278736.768,412844.559,587079.287,1772.568249702,152003840,599117824,966.2075,1020.6025,4180387.84,228522.91088875,2486.32052125,97.0515,3177.97875125,23827.5619725,4392.71625,1126.23625,4391.71625,1125.23625,1126.23625,930.79125,90.0,88.66125,800,gist,Ours-Disk,26,queries/s,412.844559,3.986728515625,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,100,100,100,db1+coalescing+reuse,1,0.951375,109.300912317,289492.4216925,280219.925,400720.609,520636.622,1772.568249702,152003840,599117824,1044.77625,1100.385,4507176.96,256802.88378125,1490.18289125,75.92980375,2471.4490625,16571.5983525,4786.48625,1203.78125,4785.48625,1202.78125,1203.78125,1000.16875,100.0,98.66,800,gist,Ours-Disk,27,queries/s,400.720609,4.29837890625,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,140,140,140,db1+coalescing+reuse,1,0.969625,84.20403952,375735.6203275,364625.215,556201.495,726041.944,1772.568249702,152003840,599117824,1309.26,1367.185,5599989.76,305276.10859625,3256.4379275,101.0963475,4279.74484625,21100.0150225,6275.25125,1495.08125,6274.25125,1494.08125,1495.08125,1260.2475,100.0,102.18,800,gist,Ours-Disk,28,queries/s,556.201495,5.34056640625,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,180,180,180,db1+coalescing+reuse,1,0.975625,69.854424165,453518.85634375,444087.655,679479.023,873578.577,1772.568249702,152003840,599117824,1563.73625,1623.795,6651064.32,375778.1339325,3885.71337,99.0380275,4492.48443125,19538.709705,7680.43625,1766.34375,7679.43625,1765.34375,1766.34375,1502.82875,100.0,108.08375,800,gist,Ours-Disk,29,queries/s,679.4790230000001,6.34294921875,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,220,220,220,db1+coalescing+reuse,1,0.980375,64.911290843,488134.621335,484523.143,705109.761,842672.271,1772.568249702,152003840,599117824,1813.52,1875.57,7682334.72,446202.577735,2400.58884125,78.647725,4268.51480625,12615.04468,9020.9425,2021.88875,9019.9425,2020.88875,2021.88875,1732.635,100.0,115.4225,800,gist,Ours-Disk,30,queries/s,705.109761,7.3264453125,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,260,260,260,db1+coalescing+reuse,1,0.982125,55.869786994,567295.77086,560000.231,813173.569,990566.27,1772.568249702,152003840,599117824,2062.08625,2126.0475,8708290.56,502713.33179375,3682.12570125,96.7008575,5026.11792875,14671.21264375,10305.28625,2267.0375,10304.28625,2266.0375,2267.0375,1954.16125,100.0,124.16375,800,gist,Ours-Disk,31,queries/s,813.173569,8.304873046875,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,300,300,300,db1+coalescing+reuse,1,0.9835,47.862339789,662853.3809525,652374.538,983118.964,1233646.601,1772.568249702,152003840,599117824,2307.40125,2373.29,9720995.84,543791.03293875,6476.236505,106.71017,6773.0942625,19636.91200125,11546.6125,2500.72625,11545.6125,2499.72625,2500.72625,2167.06875,100.0,133.745,800,gist,Ours-Disk,32,queries/s,983.118964,9.2706640625,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,340,340,340,db1+coalescing+reuse,1,0.984125,44.044047331,720877.28394625,713209.683,1063346.318,1260438.763,1772.568249702,152003840,599117824,2549.72875,2617.45625,10721100.8,604581.5208825,6691.00357,109.0371125,6954.0956475,18106.5157275,12736.08125,2726.57875,12735.08125,2725.57875,2726.57875,2373.48,100.0,143.40875,800,gist,Ours-Disk,33,queries/s,1063.3463179999999,10.2244384765625,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,380,380,380,db1+coalescing+reuse,1,0.984875,40.210716428,789386.65915875,784013.071,1132988.851,1423452.486,1772.568249702,152003840,611741696,2790.11,2859.595,11712901.12,662930.714507499,7288.1990475,105.12397125,7904.36358,17562.65767125,13893.3,2947.10125,13892.3,2946.10125,2947.10125,2575.84625,100.0,152.60125,800,gist,Ours-Disk,34,queries/s,1132.988851,11.17029296875,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,420,420,420,db1+coalescing+reuse,1,0.985125,37.188344441,854176.198403749,844442.197,1226838.212,1455376.735,1772.568249702,152003840,611741696,3024.68875,3095.8075,12680427.52,719632.824605,7973.22852375,107.838825,8158.4465775,17130.8557875,15017.865,3161.125,15016.865,3160.125,3161.125,2772.27625,100.0,160.15375,800,gist,Ours-Disk,35,queries/s,1226.838212,12.092998046875,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,460,460,460,db1+coalescing+reuse,1,0.985375,35.003948311,906483.110643749,902485.882,1276770.369,1544551.54,1772.568249702,152003840,611741696,3255.6875,3328.4975,13633525.76,777020.578956249,7941.4609675,104.7867025,8284.8425725,15672.15658,16114.2225,3369.71375,16113.2225,3368.71375,3369.71375,2965.10375,100.0,166.35125,800,gist,Ours-Disk,36,queries/s,1276.7703689999998,13.001943359375,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,500,500,500,db1+coalescing+reuse,1,0.986,32.332701867,981452.0919625,972471.29,1373657.396,1661888.508,1772.568249702,152003840,611741696,3482.87625,3557.39375,14571084.8,829504.84927125,9204.0919325,108.46964375,8622.8989425,16437.75689625,17186.62,3574.5275,17185.62,3573.5275,3574.5275,3154.91125,100.0,170.65625,800,gist,Ours-Disk,37,queries/s,1373.657396,13.8960693359375,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,540,540,540,db1+coalescing+reuse,1,0.9865,30.274275859,1045729.684247499,1039731.116,1445178.082,1758807.285,1772.568249702,152003840,611741696,3704.335,3780.435,15484661.76,883896.51525125,9982.797785,107.46732625,8975.84228875,16728.00512,18230.82375,3773.32375,18229.82375,3772.32375,3773.32375,3339.33,100.0,173.8,800,gist,Ours-Disk,38,queries/s,1445.178082,14.76732421875,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,580,580,580,db1+coalescing+reuse,1,0.9865,29.221658309,1087967.144977499,1088386.076,1463603.524,1703815.69,1772.568249702,152003840,611741696,3923.11375,4000.81375,16387333.12,953227.3384075,8715.69150375,107.50411875,9423.9929875,13618.19692125,19250.57625,3968.92125,19249.57625,3967.92125,3968.92125,3521.25125,100.0,175.9775,800,gist,Ours-Disk,39,queries/s,1463.6035239999999,15.6281787109375,False,32,c0,0,native_integration_optimized_queue,a64dfc64e5f351aa48e5d929d8413143935aa0b6079046402d3a04a2f826c92c,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,10,10,,,1,0.6613749999999997,181.1122440363662,173051.23559750005,174948.041,265690.51399999997,313842.69,8271.231052398682,480000968,640442368,35.97,35.97,147333.12,167617.2025,1716.41125,2450.19625,0.0,0.0,1169.8,1169.8,,,,,,,800,gist,DiskANN-PQ-Disk,0,queries/s,265.69051399999995,0.1405078125,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,11,11,,,1,0.6834999999999996,171.46812073433463,183558.66794125002,183403.72999999998,280871.765,343634.69200000004,8271.231052398682,480000968,647626752,37.9225,37.9225,155330.56,178314.41125,1742.12375,2482.25875,0.0,0.0,1226.945,1226.945,,,,,,,800,gist,DiskANN-PQ-Disk,1,queries/s,280.87176500000004,0.148134765625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,12,12,,,1,0.7038749999999995,159.09367901129423,197228.70696874987,193956.544,299028.29,377431.91599999997,8271.231052398682,480000968,648847360,40.035,40.035,163983.36,191893.635,1824.80375,2470.725,0.0,0.0,1288.24625,1288.24625,,,,,,,800,gist,DiskANN-PQ-Disk,2,queries/s,299.02828999999997,0.15638671875,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,13,13,,,1,0.7199999999999988,149.8310882223547,209630.09415250015,210970.266,320604.99,375076.473,8271.231052398682,480000968,648847360,41.9775,41.9775,171939.84,204261.26375,1892.32375,2448.7875,0.0,0.0,1344.3375,1344.3375,,,,,,,800,gist,DiskANN-PQ-Disk,3,queries/s,320.60499,0.163974609375,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,14,14,,,1,0.7311249999999982,141.73745394923324,219959.9304887497,221601.146,321810.708,368525.276,8271.231052398682,480000968,649293824,43.75,43.75,179200.0,214481.21125,1979.67125,2471.04,0.0,0.0,1394.63625,1394.63625,,,,,,,800,gist,DiskANN-PQ-Disk,4,queries/s,321.810708,0.1708984375,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,15,15,,,1,0.742749999999998,132.5187393175609,236260.96335500013,232089.59000000003,343510.299,390680.075,8271.231052398682,480000968,649293824,45.665,45.665,187043.84,230570.29625,2090.69,2543.5525,0.0,0.0,1450.38875,1450.38875,,,,,,,800,gist,DiskANN-PQ-Disk,5,queries/s,343.510299,0.17837890625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,16,16,,,1,0.7537499999999979,127.78837584549659,245075.92196000007,248034.219,359639.32300000003,409607.058,8271.231052398682,480000968,649310208,47.6125,47.6125,195020.8,239481.89625,2124.33875,2446.93,0.0,0.0,1505.215,1505.215,,,,,,,800,gist,DiskANN-PQ-Disk,6,queries/s,359.63932300000005,0.185986328125,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,17,17,,,1,0.7646249999999979,121.06067328266313,259782.2971124999,257313.40800000002,376789.19700000004,424177.375,8271.231052398682,480000968,649310208,49.515,49.515,202813.44,253979.63125,2242.1875,2518.375,0.0,0.0,1559.14125,1559.14125,,,,,,,800,gist,DiskANN-PQ-Disk,7,queries/s,376.78919700000006,0.19341796875,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,18,18,,,1,0.7741249999999978,118.15031840200818,266227.27237124956,265520.716,376397.12600000005,450347.229,8271.231052398682,480000968,649318400,51.3625,51.3625,210380.8,260365.02625,2310.72875,2509.9325,0.0,0.0,1610.58125,1610.58125,,,,,,,800,gist,DiskANN-PQ-Disk,8,queries/s,376.39712600000007,0.200634765625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,19,19,,,1,0.7813749999999982,113.03247738238001,278245.98087874975,277245.909,385119.286,441287.359,8271.231052398682,480000968,649318400,53.2675,53.2675,218183.68,272299.87125,2383.57375,2520.54375,0.0,0.0,1663.61875,1663.61875,,,,,,,800,gist,DiskANN-PQ-Disk,9,queries/s,385.11928600000005,0.208076171875,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,20,20,,,1,0.792499999999998,106.1950863731589,296713.31174500013,294180.101,400941.285,451867.055,8271.231052398682,480000968,649502720,55.1825,55.1825,226027.52,290596.19625,2524.735,2541.73,0.0,0.0,1716.94,1716.94,,,,,,,800,gist,DiskANN-PQ-Disk,10,queries/s,400.941285,0.215556640625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,21,21,,,1,0.8004999999999982,102.6424796114542,307040.68148000014,304396.86,425598.953,502570.54999999993,8271.231052398682,480000968,649555968,57.1825,57.1825,234219.52,300902.375,2577.175,2532.03,0.0,0.0,1771.4925,1771.4925,,,,,,,800,gist,DiskANN-PQ-Disk,11,queries/s,425.598953,0.223369140625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,22,22,,,1,0.8062499999999986,99.75415544747527,314515.46952500014,309811.03599999996,414842.229,467473.585,8271.231052398682,480000968,649670656,58.9425,58.9425,241428.48,308262.2425,2646.2425,2578.24375,0.0,0.0,1818.71375,1818.71375,,,,,,,800,gist,DiskANN-PQ-Disk,12,queries/s,414.842229,0.230244140625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,23,23,,,1,0.8126249999999984,98.14512393315212,320446.4542362503,321017.95900000003,438417.38200000004,499004.322,8271.231052398682,480000968,649670656,60.8225,60.8225,249128.96,314298.275,2656.215,2490.0475,0.0,0.0,1868.805,1868.805,,,,,,,800,gist,DiskANN-PQ-Disk,13,queries/s,438.41738200000003,0.237587890625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,24,24,,,1,0.8202499999999986,92.42658098496473,340852.4829474999,343834.084,446288.26900000003,507817.37000000005,8271.231052398682,480000968,649670656,62.83,62.83,257351.68,334537.0475,2774.8075,2510.925,0.0,0.0,1923.36,1923.36,,,,,,,800,gist,DiskANN-PQ-Disk,14,queries/s,446.288269,0.2454296875,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,25,25,,,1,0.8267499999999981,89.48499819564351,352586.35975249996,350625.631,466991.15,509624.9309999999,8271.231052398682,480000968,649682944,64.705,64.705,265031.68,346121.93375,2884.71,2551.47625,0.0,0.0,1973.885,1973.885,,,,,,,800,gist,DiskANN-PQ-Disk,15,queries/s,466.99115,0.25275390625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,26,26,,,1,0.8343749999999975,86.26719438305118,365626.9821762498,365705.44,494149.56,548037.891,8271.231052398682,480000968,649682944,66.6575,66.6575,273029.12,359109.33875,2966.92125,2502.665,0.0,0.0,2026.53375,2026.53375,,,,,,,800,gist,DiskANN-PQ-Disk,16,queries/s,494.14956,0.260380859375,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,27,27,,,1,0.8392499999999978,85.79185399624514,366781.16954375,369616.96900000004,492739.414,543287.182,8271.231052398682,480000968,649682944,68.455,68.455,280391.68,360236.2825,3001.61375,2510.04375,0.0,0.0,2074.63375,2074.63375,,,,,,,800,gist,DiskANN-PQ-Disk,17,queries/s,492.739414,0.26740234375,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,28,28,,,1,0.8453749999999977,81.39754679576252,386355.56543249986,382269.161,503456.73099999997,574784.625,8271.231052398682,480000968,650035200,70.425,70.425,288460.8,379636.6475,3126.7925,2542.4075,0.0,0.0,2127.45125,2127.45125,,,,,,,800,gist,DiskANN-PQ-Disk,18,queries/s,503.456731,0.27509765625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,29,29,,,1,0.8486249999999974,78.67663776517128,399316.00466875033,398537.372,513560.429,604819.107,8271.231052398682,480000968,650133504,72.245,72.245,295915.52,392547.7975,3207.48,2514.68875,0.0,0.0,2174.6425,2174.6425,,,,,,,800,gist,DiskANN-PQ-Disk,19,queries/s,513.560429,0.28220703125,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,30,30,,,1,0.8549999999999973,77.14584727732469,407859.4843337501,401001.347,536760.075,623184.8150000001,8271.231052398682,480000968,650133504,74.2625,74.2625,304179.2,400896.575,3313.02875,2596.48875,0.0,0.0,2228.31625,2228.31625,,,,,,,800,gist,DiskANN-PQ-Disk,20,queries/s,536.7600749999999,0.290087890625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,40,40,,,1,0.892499999999997,60.12980864278724,526536.8960187496,520771.136,663691.6950000001,721900.963,8271.231052398682,480000968,650133504,93.3725,93.3725,382453.76,518888.65,4027.39,2569.26625,0.0,0.0,2719.71875,2719.71875,,,,,,,800,gist,DiskANN-PQ-Disk,21,queries/s,663.6916950000001,0.364736328125,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,50,50,,,1,0.9191249999999969,49.18097514893822,639111.9926762496,635561.284,769189.478,835112.557,8271.231052398682,480000968,650133504,112.6175,112.6175,461281.28,630844.09875,4741.49,2480.9025,0.0,0.0,3200.97125,3200.97125,,,,,,,800,gist,DiskANN-PQ-Disk,22,queries/s,769.189478,0.439912109375,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,60,60,,,1,0.9368749999999971,41.495687627886284,758837.366495,758308.6900000001,900190.818,971574.529,8271.231052398682,480000968,650358784,132.275,132.275,541798.4,749668.67375,5534.72,2579.71125,0.0,0.0,3676.49,3676.49,,,,,,,800,gist,DiskANN-PQ-Disk,23,queries/s,900.1908179999999,0.51669921875,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,70,70,,,1,0.9484999999999971,35.34458267963248,889786.6899774991,885202.681,1082523.557,1181646.602,8271.231052398682,480000968,650444800,151.7525,151.7525,621578.24,879937.4225,6238.49125,2574.95375,0.0,0.0,4132.68,4132.68,,,,,,,800,gist,DiskANN-PQ-Disk,24,queries/s,1082.523557,0.592783203125,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,80,80,,,1,0.9571249999999973,31.757668701012506,993502.3095187506,993172.3759999999,1175690.923,1250156.8029999998,8271.231052398682,480000968,651112448,171.5325,171.5325,702597.12,982898.0725,7002.35,2549.4575,0.0,0.0,4588.5975,4588.5975,,,,,,,800,gist,DiskANN-PQ-Disk,25,queries/s,1175.6909229999999,0.670048828125,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,90,90,,,1,0.9638749999999972,28.06282564276953,1118864.1859412508,1113956.048,1328297.754,1430617.834,8271.231052398682,480000968,651329536,191.315,191.315,783626.24,1107616.955,7697.9325,2548.14875,0.0,0.0,5035.9975,5035.9975,,,,,,,800,gist,DiskANN-PQ-Disk,26,queries/s,1328.297754,0.74732421875,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
beam1,100,100,,,1,0.9681249999999976,25.539011344527516,1233660.2072812503,1233713.9289999998,1422190.958,1512541.645,8271.231052398682,480000968,651374592,211.0425,211.0425,864430.08,1221608.6825,8444.63125,2556.70875,0.0,0.0,5472.09875,5472.09875,,,,,,,800,gist,DiskANN-PQ-Disk,27,queries/s,1422.1909580000001,0.824384765625,False,32,c0,0,native_integration_optimized_queue,daff1bfb8e7fce43fd5c4f8ca2651d7e21661efa927dce846e97f1ba88fcb77b,9b46438f0c6472734127bfa9cd1af70b6f2fde91c76fb5ea353f515c3e1c3354
