config_id,search_param,search_width,effective_search_width,ablation,beam_width,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,index_size_mb,resident_bytes,peak_rss_bytes,io_requests_per_query,sectors_4k_per_query,bytes_read_per_query,io_wait_us,distance_compute_us,query_prep_us,queue_compute_us,rerank_us,visited_nodes,distance_evaluations,db1_checks,db1_survivors,full4_candidates,full4_page_reads,rerank_candidates,rerank_page_reads,query_count,dataset,method,source_row,qps_units,p95_ms,read_mib,formal_ready,workers,cache_mode,repeat_id,source_run_id,binary_sha256,query_split_sha256
LVQ4_R64_W400,W=3,3,,,1,0.918875,51.191,469136,442684,746903,871788,629.711,8208,161845248,715.255,715.255,2929680.0,457206,469136,0.13024,469136,0,15.3525,700.857,,,,,,,800,agnews,OG-LVQ-DiskPort,2,queries/s,746.903,2.7939605712890625,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=4,4,,,1,0.918875,51.2166,469179,445464,755502,932764,629.711,8208,161845248,715.255,715.255,2929680.0,457671,469178,0.133639,469178,0,15.3525,700.857,,,,,,,800,agnews,OG-LVQ-DiskPort,3,queries/s,755.502,2.7939605712890625,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=5,5,,,1,0.918875,51.8943,458149,441731,699445,845292,629.711,8208,165806080,715.255,715.255,2929680.0,446624,458149,0.132279,458149,0,15.3525,700.857,,,,,,,800,agnews,OG-LVQ-DiskPort,4,queries/s,699.445,2.7939605712890625,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=6,6,,,1,0.918875,53.4478,441293,420003,700735,828088,629.711,8208,165806080,715.255,715.255,2929680.0,430266,441293,0.137404,441293,0,15.3525,700.857,,,,,,,800,agnews,OG-LVQ-DiskPort,5,queries/s,700.735,2.7939605712890625,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=7,7,,,1,0.918875,53.3593,439153,425898,683259,839562,629.711,8208,166031360,715.255,715.255,2929680.0,428105,439153,0.135667,439153,0,15.3525,700.857,,,,,,,800,agnews,OG-LVQ-DiskPort,6,queries/s,683.259,2.7939605712890625,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=8,8,,,1,0.918875,47.9158,505890,469503,892141,1226210.0,629.711,8208,166031360,715.255,715.255,2929680.0,494823,505889,0.139121,505889,0,15.3525,700.857,,,,,,,800,agnews,OG-LVQ-DiskPort,7,queries/s,892.141,2.7939605712890625,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=9,9,,,1,0.918875,49.1262,494614,479705,763702,909228,629.711,8208,166031360,715.255,715.255,2929680.0,483563,494614,0.140149,494614,0,15.3525,700.857,,,,,,,800,agnews,OG-LVQ-DiskPort,8,queries/s,763.702,2.7939605712890625,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=10,10,,,1,0.918875,50.2767,477611,451560,744578,908754,629.711,8208,166031360,715.255,715.255,2929680.0,466452,477611,0.128017,477611,0,15.3525,700.857,,,,,,,800,agnews,OG-LVQ-DiskPort,9,queries/s,744.578,2.7939605712890625,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=11,11,,,1,0.923125,48.544,504413,480559,814339,1046470.0,629.711,8208,166031360,746.987,746.987,3059660.0,493017,504413,0.131518,504413,0,16.3163,731.801,,,,,,,800,agnews,OG-LVQ-DiskPort,10,queries/s,814.339,2.917919158935547,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=12,12,,,1,0.924875,45.1877,549538,526102,906136,1062450.0,629.711,8208,166031360,776.716,776.716,3181430.0,537497,549538,0.130243,549538,0,17.24,760.773,,,,,,,800,agnews,OG-LVQ-DiskPort,11,queries/s,906.136,3.034048080444336,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=13,13,,,1,0.926875,44.9642,555304,536581,814115,970499,629.711,8208,166031360,806.54,806.54,3303590.0,542961,555304,0.134495,555304,0,18.1775,789.817,,,,,,,800,agnews,OG-LVQ-DiskPort,12,queries/s,814.115,3.1505489349365234,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=14,14,,,1,0.931,42.9273,591097,563522,890159,1136450.0,629.711,8208,169541632,837.617,837.617,3430880.0,578038,591097,0.128754,591097,0,19.1625,820.128,,,,,,,800,agnews,OG-LVQ-DiskPort,13,queries/s,890.159,3.271942138671875,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=15,15,,,1,0.932625,41.1354,614846,598340,906834,1071120.0,629.711,8208,169836544,867.499,867.499,3553270.0,601556,614845,0.13543,614845,0,20.115,849.273,,,,,,,800,agnews,OG-LVQ-DiskPort,14,queries/s,906.834,3.388662338256836,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=16,16,,,1,0.93575,42.0523,603351,582024,899031,1029750.0,629.711,8208,169893888,897.29,897.29,3675300.0,589382,603351,0.143805,603351,0,21.0738,878.269,,,,,,,800,agnews,OG-LVQ-DiskPort,15,queries/s,899.031,3.5050392150878906,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=17,17,,,1,0.936875,41.3824,616294,602142,889323,1040660.0,629.711,8208,171307008,926.579,926.579,3795270.0,602098,616294,0.132909,616294,0,22.035,906.808,,,,,,,800,agnews,OG-LVQ-DiskPort,16,queries/s,889.323,3.6194515228271484,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=18,18,,,1,0.937375,38.4026,669539,645703,965394,1200150.0,629.711,8208,171307008,955.086,955.086,3912030.0,654555,669539,0.146185,669539,0,22.9812,934.56,,,,,,,800,agnews,OG-LVQ-DiskPort,17,queries/s,965.394,3.730802536010742,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=19,19,,,1,0.939,36.1796,719881,689867,1071560.0,1277780.0,629.711,8208,171307008,986.045,986.045,4038840.0,704761,719881,0.130846,719881,0,23.9763,964.751,,,,,,,800,agnews,OG-LVQ-DiskPort,18,queries/s,1071.56,3.8517379760742188,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=20,20,,,1,0.94025,36.7243,712313,687633,1057630.0,1236190.0,629.711,8208,171307008,1016.18,1016.18,4162280.0,696581,712313,0.127309,712313,0,24.9475,994.159,,,,,,,800,agnews,OG-LVQ-DiskPort,19,queries/s,1057.63,3.9694595336914062,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=21,21,,,1,0.940875,35.199,748207,734847,1063660.0,1280140.0,629.711,8208,171307008,1045.47,1045.47,4282250.0,732155,748207,0.146915,748207,0,25.9262,1022.66,,,,,,,800,agnews,OG-LVQ-DiskPort,20,queries/s,1063.66,4.083871841430664,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=22,22,,,1,0.941625,33.1676,802760,784627,1157410.0,1335150.0,629.711,8208,171307008,1074.46,1074.46,4400970.0,786448,802760,0.133144,802760,0,26.8975,1050.9,,,,,,,800,agnews,OG-LVQ-DiskPort,21,queries/s,1157.41,4.197092056274414,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=23,23,,,1,0.94175,33.0743,812216,787196,1183600.0,1374220.0,629.711,8208,171307008,1104.16,1104.16,4522650.0,795363,812216,0.12942,812216,0,27.875,1079.84,,,,,,,800,agnews,OG-LVQ-DiskPort,22,queries/s,1183.6,4.313135147094727,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=24,24,,,1,0.942625,32.3521,833384,816415,1209080.0,1461420.0,629.711,8208,171307008,1134,1134,4644870.0,815956,833384,0.13381,833384,0,28.8738,1108.9,,,,,,,800,agnews,OG-LVQ-DiskPort,23,queries/s,1209.08,4.429693222045898,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=25,25,,,1,0.943,32.2946,834026,816817,1181630.0,1348480.0,629.711,8208,173969408,1161.83,1161.83,4758840.0,815637,834026,0.130729,834026,0,29.825,1135.98,,,,,,,800,agnews,OG-LVQ-DiskPort,24,queries/s,1181.63,4.538383483886719,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=26,26,,,1,0.943375,29.2955,929734,886729,1404460.0,1889380.0,629.711,8208,178499584,1189.71,1189.71,4873040.0,911046,929734,0.131417,929734,0,30.7825,1163.12,,,,,,,800,agnews,OG-LVQ-DiskPort,25,queries/s,1404.46,4.6472930908203125,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=27,27,,,1,0.9435,29.1716,933084,903425,1332640.0,1574410.0,629.711,8208,178499584,1218.34,1218.34,4990310.0,914118,933084,0.133875,933084,0,31.76,1190.99,,,,,,,800,agnews,OG-LVQ-DiskPort,26,queries/s,1332.64,4.759130477905273,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=28,28,,,1,0.943875,28.2726,965550,948745,1380150.0,1494590.0,629.711,8208,178499584,1247.05,1247.05,5107910.0,947028,965550,0.130864,965550,0,32.74,1218.93,,,,,,,800,agnews,OG-LVQ-DiskPort,27,queries/s,1380.15,4.871282577514648,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=29,29,,,1,0.944625,27.5977,999371,990744,1413790.0,1592440.0,629.711,8208,178499584,1276.19,1276.19,5227260.0,980351,999371,0.133789,999371,0,33.7338,1247.28,,,,,,,800,agnews,OG-LVQ-DiskPort,28,queries/s,1413.79,4.985103607177734,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=30,30,,,1,0.94575,27.0125,1012940.0,1001450.0,1461290.0,1643670.0,629.711,8208,178499584,1305.06,1305.06,5345510.0,993177,1012940.0,0.140266,1012940.0,0,34.725,1275.35,,,,,,,800,agnews,OG-LVQ-DiskPort,29,queries/s,1461.29,5.097875595092773,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=40,40,,,1,0.948125,23.1402,1217830.0,1196460.0,1688730.0,1920760.0,629.711,8208,178499584,1584.42,1584.42,6489790.0,1193860.0,1217830.0,0.136029,1217830.0,0,44.5412,1546.99,,,,,,,800,agnews,OG-LVQ-DiskPort,30,queries/s,1688.73,6.189146041870117,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=50,50,,,1,0.950625,19.3761,1490680.0,1459610.0,2089150.0,2308700.0,629.711,8208,178499584,1854.42,1854.42,7595690.0,1462260.0,1490680.0,0.131959,1490680.0,0,54.3837,1809.2,,,,,,,800,agnews,OG-LVQ-DiskPort,31,queries/s,2089.15,7.243814468383789,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=60,60,,,1,0.95125,17.1645,1699220.0,1687290.0,2333150.0,2614650.0,629.711,8208,178499584,2116.52,2116.52,8669280.0,1666070.0,1699220.0,0.13144,1699220.0,0,64.2412,2063.48,,,,,,,800,agnews,OG-LVQ-DiskPort,32,queries/s,2333.15,8.267669677734375,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=70,70,,,1,0.9515,14.7754,1994950.0,1968990.0,2714910.0,2979740.0,629.711,8208,178528256,2376.12,2376.12,9732610.0,1956790.0,1994950.0,0.13477,1994950.0,0,74.1475,2315.07,,,,,,,800,agnews,OG-LVQ-DiskPort,33,queries/s,2714.91,9.281740188598633,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=80,80,,,1,0.951875,13.395,2222880.0,2211860.0,3036760.0,3325830.0,629.711,8208,180674560,2630.02,2630.02,10772600.0,2180080.0,2222880.0,0.131509,2222880.0,0,84.0487,2560.93,,,,,,,800,agnews,OG-LVQ-DiskPort,34,queries/s,3036.76,10.273551940917969,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=90,90,,,1,0.95225,12.2971,2431550.0,2410180.0,3309630.0,3769190.0,629.711,8208,180674560,2880.19,2880.19,11797300.0,2383940.0,2431550.0,0.133551,2431550.0,0,94.015,2803.08,,,,,,,800,agnews,OG-LVQ-DiskPort,35,queries/s,3309.63,11.250782012939453,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=100,100,,,1,0.95225,11.3141,2653160.0,2634910.0,3581230.0,3881200.0,629.711,8208,180674560,3125.49,3125.49,12802000.0,2599020.0,2653160.0,0.141843,2653160.0,0,103.933,3040.24,,,,,,,800,agnews,OG-LVQ-DiskPort,36,queries/s,3581.23,12.208938598632812,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=140,140,,,1,0.95275,8.65427,3522520.0,3486890.0,4882520.0,5178470.0,629.711,8208,180674560,4071.8,4071.8,16678100.0,3449050.0,3522520.0,0.137012,3522520.0,0,143.681,3953.98,,,,,,,800,agnews,OG-LVQ-DiskPort,37,queries/s,4882.52,15.905475616455078,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=180,180,,,1,0.953,6.82105,4490850.0,4432820.0,6203090.0,6783460.0,629.711,8208,180850688,4981.81,4981.81,20405500.0,4391570.0,4490850.0,0.137954,4490850.0,0,183.499,4830.91,,,,,,,800,agnews,OG-LVQ-DiskPort,38,queries/s,6203.09,19.460201263427734,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=220,220,,,1,0.953,5.80233,5314900.0,5196100.0,7411250.0,8048770.0,629.711,8208,181301248,5861.32,5861.32,24008000.0,5191400.0,5314900.0,0.1513,5314900.0,0,223.361,5677,,,,,,,800,agnews,OG-LVQ-DiskPort,39,queries/s,7411.25,22.89581298828125,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=260,260,,,1,0.953,5.00689,6180700.0,6068100.0,8592000.0,9231420.0,629.711,8208,183160832,6717.87,6717.87,27516400.0,6030190.0,6180700.0,0.13963,6180700.0,0,263.22,6500.07,,,,,,,800,agnews,OG-LVQ-DiskPort,40,queries/s,8592.0,26.241683959960938,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=300,300,,,1,0.953,4.42909,6991260.0,6859380.0,9752850.0,10550500.0,629.711,8208,187129856,7559.33,7559.33,30963000.0,6801940.0,6991260.0,0.14264,6991260.0,0,303.123,7307.78,,,,,,,800,agnews,OG-LVQ-DiskPort,41,queries/s,9752.85,29.52861785888672,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=340,340,,,1,0.953,3.94773,7886030.0,7795890.0,10945500.0,11795000.0,629.711,8208,187129856,8384.1,8384.1,34341300.0,7664290.0,7886030.0,0.141711,7886030.0,0,343.019,8098.67,,,,,,,800,agnews,OG-LVQ-DiskPort,42,queries/s,10945.5,32.75041580200195,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=380,380,,,1,0.953,3.55556,8751820.0,8541770.0,12183100.0,13460700.0,629.711,8208,187129856,9191.6,9191.6,37648800.0,8493930.0,8751820.0,0.141163,8751820.0,0,382.938,8872.28,,,,,,,800,agnews,OG-LVQ-DiskPort,43,queries/s,12183.1,35.904693603515625,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=420,420,,,1,0.953,3.24596,9586450.0,9442220.0,13214800.0,14407300.0,629.711,8208,187129856,9985.88,9985.88,40902200.0,9290530.0,9586450.0,0.143546,9586450.0,0,422.871,9632.49,,,,,,,800,agnews,OG-LVQ-DiskPort,44,queries/s,13214.8,39.00737762451172,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=460,460,,,1,0.953,2.97845,10454000.0,10254600.0,14455900.0,15571200.0,629.711,8208,187580416,10768.1,10768.1,44106000.0,10121400.0,10454000.0,0.144407,10454000.0,0,462.777,10380.6,,,,,,,800,agnews,OG-LVQ-DiskPort,45,queries/s,14455.9,42.06275939941406,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=500,500,,,1,0.953,2.76671,11284100.0,11006300.0,15716900.0,16886900.0,629.711,8208,187580416,11533.7,11533.7,47242200.0,10914200.0,11284100.0,0.147066,11284100.0,0,502.709,11111.8,,,,,,,800,agnews,OG-LVQ-DiskPort,46,queries/s,15716.9,45.053672790527344,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=540,540,,,1,0.953,2.62354,11902700.0,11591000.0,16516200.0,17942500.0,629.711,8208,187580416,12292.3,12292.3,50349200.0,11494300.0,11902700.0,0.145361,11902700.0,0,542.648,11835.9,,,,,,,800,agnews,OG-LVQ-DiskPort,47,queries/s,16516.2,48.01673889160156,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
LVQ4_R64_W400,W=580,580,,,1,0.953,2.42769,12880300.0,12507400.0,17659700.0,19234500.0,629.711,8208,187580416,13039,13039,53407600.0,12421000.0,12880300.0,0.145176,12880300.0,0,582.594,12548.1,,,,,,,800,agnews,OG-LVQ-DiskPort,48,queries/s,17659.7,50.93345642089844,False,32,c0,0,native_integration_query_cache,ed35a2d18419a5180b896694d527a0a5d2a53208d174324677c14a9c5efa210e,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
NSG_R64_L400_SQ4U,ef=1,1,,,1,0.900125,59.595,386649,365932.243,667597.711,861863.891,563.516,4268,155521024,634.4,634.4,2598500.0,380359,386592,38.8174,386592,18.0485,15.775,620.38,,,,,,,800,agnews,Glass-NSG-DiskPort,0,queries/s,667.597711,2.4781227111816406,False,32,c0,0,native_integration_query_cache,e54d7e12690e4a98b0bf1c808ae0325def3d8f3e2195c9d03592d7c3d49af824,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
NSG_R64_L400_SQ4U,ef=2,2,,,1,0.900125,60.6798,373074,340683.772,681718.114,967159.926,563.516,4268,165232640,634.4,634.4,2598500.0,364813,372978,71.0589,372978,24.5193,15.775,620.38,,,,,,,800,agnews,Glass-NSG-DiskPort,1,queries/s,681.7181139999999,2.4781227111816406,False,32,c0,0,native_integration_query_cache,e54d7e12690e4a98b0bf1c808ae0325def3d8f3e2195c9d03592d7c3d49af824,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
NSG_R64_L400_SQ4U,ef=3,3,,,1,0.900125,54.6602,420331,390961.398,745468.33,1008324.98,563.516,4268,165232640,634.4,634.4,2598500.0,412924,420258,53.5552,420258,18.5137,15.775,620.38,,,,,,,800,agnews,Glass-NSG-DiskPort,2,queries/s,745.4683299999999,2.4781227111816406,False,32,c0,0,native_integration_query_cache,e54d7e12690e4a98b0bf1c808ae0325def3d8f3e2195c9d03592d7c3d49af824,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
NSG_R64_L400_SQ4U,ef=4,4,,,1,0.900125,60.4599,373123,329576.281,743827.639,992843.211,563.516,4268,165400576,634.4,634.4,2598500.0,365963,373046,59.7056,373046,17.9542,15.775,620.38,,,,,,,800,agnews,Glass-NSG-DiskPort,3,queries/s,743.827639,2.4781227111816406,False,32,c0,0,native_integration_query_cache,e54d7e12690e4a98b0bf1c808ae0325def3d8f3e2195c9d03592d7c3d49af824,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
NSG_R64_L400_SQ4U,ef=5,5,,,1,0.900125,59.6307,377200,334542.752,721397.772,896224.659,563.516,4268,165400576,634.4,634.4,2598500.0,370476,377143,39.5918,377143,16.9316,15.775,620.38,,,,,,,800,agnews,Glass-NSG-DiskPort,4,queries/s,721.397772,2.4781227111816406,False,32,c0,0,native_integration_query_cache,e54d7e12690e4a98b0bf1c808ae0325def3d8f3e2195c9d03592d7c3d49af824,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7
