suite,dataset,method,config_id,search_param,repeat_id,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,build_time_ms,index_size_mb,peak_rss_mb,query_count,k,metric,threads,git_commit,implementation,raw_log,notes,n_repeats
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=23,median,0.8918,4934.8772003543445,202.63928754462137,197.42362201213837,294.63451355695724,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=24,median,0.8946555555555555,4772.290549613773,209.5429835220178,203.80131900310516,305.80926686525345,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=25,median,0.8966777777777778,4658.061967667853,214.6815578970644,208.929181098938,311.5726634860039,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=26,median,0.8987666666666667,4565.3324348297,219.0420991844601,213.71804177761078,318.09546053409576,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=27,median,0.9011444444444444,4424.624137662519,226.00789782073764,220.0733870267868,327.1063789725302,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=28,median,0.9029,4313.886868774879,231.8095097111331,225.46760737895966,336.1005336046219,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=29,median,0.9046666666666666,4220.769603023256,236.9236167934206,230.9028059244156,343.73886883258814,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=30,median,0.9058777777777778,4114.638834526585,243.03469641341104,236.76827549934387,353.3210605382919,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=40,median,0.9174666666666667,3379.032285394645,295.94271837009325,288.09718787670135,435.0930452346801,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
03_system_fair,dbpedia,Glass-NSG,R64_L400,ef=50,median,0.9232888888888889,2859.6305058254334,349.69552813304796,339.91970121860504,519.2143842577934,403342.582128942,241.69923400878906,13086.75,9000,10,L2,64,not-a-git-repo,official pyglass 2.1.0 (NSG + SQ4U quantized search),/home/kai3/coco/quantization_graph/results/round2/dbpedia/raw/03_system_fair/Glass-NSG/Glass-NSG.log,,1
