layer,dataset,method,storage_mode,phase,run_id,repeat_id,workers,search_dram_budget_gib,config_id,search_param,search_width,ablation,cache_mode,beam_width,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,fixed_candidate_recall_at_10,mean_relative_error,p95_relative_error,pairwise_flip_rate,index_size_mb,resident_bytes,cache_bytes,cache_nodes,peak_rss_bytes,ours_4bit_payload_bytes,ours_8bit_payload_bytes,ours_adjacency_bytes,ours_fp32_base_bytes,io_requests_per_query,sectors_4k_per_query,bytes_read_per_query,io_wait_us,distance_compute_us,query_prep_us,queue_compute_us,rerank_us,visited_nodes,distance_evaluations,db1_checks,db1_survivors,full4_candidates,full4_page_reads,rerank_candidates,rerank_page_reads,query_count,source_suite,source_kernel,implementation_fingerprint,native_binary_sha256,input_manifest_sha256,source_index_manifest_sha256,query_split_sha256,query_order_sha256,query_order_seed,shared_graph_sha256,source_graph_sha256,graph_role,direct_io,native_aio,page_size,formal_ready,artifact_path,implementation_parity,git_commit,method_display
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=70,70,,standard,1,0.9415,56.3321,408655.0,388400.693,643240.146,704235.28,,,,,563.516,4196,,,3280996,,,,,1921.44,1921.44,7870210.0,394625.0,408541.0,107.932,408541.0,5.45431,74.675,1864.21,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=80,80,,standard,1,0.941625,51.2076,463964.0,443149.607,731667.209,803828.635,,,,,563.516,4196,,,3280996,,,,,2121.15,2121.15,8688220.0,446174.0,463835.0,122.635,463835.0,5.77409,84.5925,2058.01,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=90,90,,standard,1,0.941875,47.0276,515481.0,488728.056,813301.831,904686.145,,,,,563.516,4196,,,3280996,,,,,2317.16,2317.16,9491070.0,495253.0,515367.0,108.063,515367.0,5.54782,94.5138,2248.39,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=100,100,,standard,1,0.942125,43.5381,568783.0,540527.084,906046.817,1005710.04,,,,,563.516,4196,,,3280996,,,,,2512.71,2512.71,10292100.0,545372.0,568664.0,113.404,568664.0,5.57119,104.46,2438.5,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=140,140,,standard,1,0.944125,33.7401,781083.0,747890.984,1261923.34,1421521.97,,,,,563.516,4196,,,3280996,,,,,3258.99,3258.99,13348800.0,739235.0,780966.0,110.662,780966.0,5.60185,144.191,3165.84,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=180,180,,standard,1,0.944375,27.6759,979450.0,941246.302,1605540.7,1803578.74,,,,,563.516,4196,,,3280996,,,,,3973.77,3973.77,16276500.0,915259.0,979294.0,149.58,979294.0,6.35654,184.015,3865.88,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=220,220,,standard,1,0.944625,23.6039,1171850.0,1127847.61,1934453.28,2122272.0,,,,,563.516,4196,,,3280996,,,,,4667.7,4667.7,19118900.0,1089380.0,1171710.0,132.234,1171710.0,6.25902,223.85,4549.33,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=260,260,,standard,1,0.944625,20.5295,1371700.0,1318073.37,2258142.87,2514311.05,,,,,563.516,4196,,,3280996,,,,,5341.0,5341.0,21876700.0,1268170.0,1371500.0,192.434,1371500.0,6.23422,263.707,5215.74,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=300,300,,standard,1,0.944625,18.3411,1557830.0,1485358.53,2561653.99,2874811.97,,,,,563.516,4196,,,3280996,,,,,5997.78,5997.78,24566900.0,1420970.0,1557680.0,146.17,1557680.0,6.74411,303.591,5868.78,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=340,340,,standard,1,0.944625,16.5567,1750540.0,1683007.11,2885439.09,3237690.56,,,,,563.516,4196,,,3280996,,,,,6646.08,6646.08,27222300.0,1581330.0,1750350.0,181.703,1750350.0,6.66717,343.465,6517.49,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=380,380,,standard,1,0.94475,15.162,1923870.0,1848474.18,3149013.81,3547822.33,,,,,563.516,4196,,,3280996,,,,,7278.53,7278.53,29812800.0,1735810.0,1923700.0,160.458,1923700.0,8.94052,383.414,7153.58,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=420,420,,standard,1,0.94475,13.8281,2123950.0,2038276.26,3463955.76,3908580.88,,,,,563.516,4196,,,3280996,,,,,7890.02,7890.02,32317500.0,1898540.0,2123780.0,158.62,2123780.0,7.40532,423.289,7770.79,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=460,460,,standard,1,0.94475,12.9452,2275660.0,2180852.23,3702084.59,4180158.85,,,,,563.516,4196,,,3280996,,,,,8493.59,8493.59,34789800.0,2024240.0,2275460.0,196.998,2275460.0,6.7954,463.204,8383.28,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=500,500,,standard,1,0.944875,12.0338,2460340.0,2367771.92,4001649.87,4523321.79,,,,,563.516,4196,,,3280996,,,,,9082.12,9082.12,37200400.0,2158410.0,2460110.0,219.259,2460110.0,16.0809,503.176,8983.49,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=540,540,,standard,1,0.944875,11.2741,2637630.0,2535841.85,4318783.48,4851556.8,,,,,563.516,4196,,,3280996,,,,,9664.65,9664.65,39586400.0,2288330.0,2637460.0,157.957,2637460.0,7.45613,543.061,9580.71,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=580,580,,standard,1,0.944875,10.5017,2840440.0,2735742.14,4605881.64,5260162.77,,,,,563.516,4196,,,3280996,,,,,10236.8,10236.8,41930100.0,2410670.0,2840110.0,316.617,2840110.0,7.28455,582.999,10170.1,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=10,10,,standard,1,0.82125,4.0495,6443300.0,5272880.0,10913400.0,39055500.0,,,,,12021.6,8192,,,12288,,,,,739.058,2956.23,12108700.0,6434480.0,6443210.0,92.919,6443210.0,4.50189,15.6937,15.6937,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=11,11,,standard,1,0.85175,5.03615,5551520.0,5282290.0,7920200.0,9678980.0,,,,,12021.6,8192,,,12288,,,,,777.408,3109.63,12737000.0,5542490.0,5551440.0,82.5051,5551440.0,5.6103,16.765,16.765,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=12,12,,standard,1,0.876375,5.18181,5711620.0,5559890.0,8233560.0,9812480.0,,,,,12021.6,8192,,,12288,,,,,796.209,3184.84,13045100.0,5703330.0,5711540.0,71.8719,5711540.0,5.13014,17.4812,17.4812,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=13,13,,standard,1,0.893875,4.74574,5964330.0,5815060.0,8522400.0,9852250.0,,,,,12021.6,8192,,,12288,,,,,827.842,3311.37,13563400.0,5955260.0,5964250.0,80.623,5964250.0,5.08436,18.4775,18.4775,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=14,14,,standard,1,0.907375,4.85036,6338410.0,6068000.0,8859110.0,10816100.0,,,,,12021.6,8192,,,12288,,,,,869.492,3477.97,14245800.0,6328310.0,6338320.0,85.3185,6338320.0,5.53596,19.6225,19.6225,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
05c,agnews,SymphonyQG-DiskPort,hybrid_disk,test,fix_w32_diskpayload_symphony_20260831_140957,0.0,32,2.0,QG_R64_EF400_t3,ef=15,15,,standard,1,0.92175,4.58111,6503850.0,6351720.0,9161840.0,10862100.0,,,,,12021.6,8192,,,12288,,,,,886.35,3545.4,14522000.0,6494350.0,6503770.0,79.3963,6503770.0,5.02587,20.3438,20.3438,,,,,,,800,03_system_fair,official SymphonyQG FastScan LUT+SIMD,05c-symphonyqg-fastscan-native-odirect-neighborfetch-v2,20bc2362d4ef9fee92e447f417c2a652c0b0405ebf39ea4a8061c822b9d9fef4,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,18fd9285943166643f61b7c7786380b9c7ff3e3c34b49c24302dc490940be708,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/fix_w32_diskpayload_symphony_20260831_140957/05C_disk_system_fair/agnews/artifacts/test/SymphonyQG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,SymphonyQG
