layer,dataset,method,storage_mode,phase,run_id,repeat_id,workers,search_dram_budget_gib,config_id,search_param,search_width,ablation,cache_mode,beam_width,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,fixed_candidate_recall_at_10,mean_relative_error,p95_relative_error,pairwise_flip_rate,index_size_mb,resident_bytes,cache_bytes,cache_nodes,peak_rss_bytes,ours_4bit_payload_bytes,ours_8bit_payload_bytes,ours_adjacency_bytes,ours_fp32_base_bytes,io_requests_per_query,sectors_4k_per_query,bytes_read_per_query,io_wait_us,distance_compute_us,query_prep_us,queue_compute_us,rerank_us,visited_nodes,distance_evaluations,db1_checks,db1_survivors,full4_candidates,full4_page_reads,rerank_candidates,rerank_page_reads,query_count,source_suite,source_kernel,implementation_fingerprint,native_binary_sha256,input_manifest_sha256,source_index_manifest_sha256,query_split_sha256,query_order_sha256,query_order_seed,shared_graph_sha256,source_graph_sha256,graph_role,direct_io,native_aio,page_size,formal_ready,artifact_path,implementation_parity,git_commit,method_display
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=12,12,,standard,1,0.910625,131.628,86223.5,79846.6965,154796.601,191384.152,,,,,563.516,4196,,,3280996,,,,,668.986,668.986,2740170.0,83111.3,86130.3,88.0224,86130.3,5.23333,17.775,653.165,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=13,13,,standard,1,0.912875,130.664,91171.0,84644.384,163315.932,192088.93,,,,,563.516,4196,,,3280996,,,,,691.128,691.128,2830860.0,87669.3,91002.4,162.958,91002.4,5.66121,18.6988,674.501,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=14,14,,standard,1,0.9155,126.016,96235.1,88957.7665,170271.844,195722.424,,,,,563.516,4196,,,3280996,,,,,714.888,714.888,2928180.0,92768.7,96095.5,134.097,96095.5,5.4962,19.68,697.418,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=15,15,,standard,1,0.918125,121.648,102729.0,95589.835,182461.35,207094.811,,,,,563.516,4196,,,3280996,,,,,739.176,739.176,3027670.0,99181.6,102590.0,133.567,102590.0,5.40926,20.635,720.884,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=16,16,,standard,1,0.920625,120.493,108839.0,102660.257,186411.062,215188.698,,,,,563.516,4196,,,3280996,,,,,762.904,762.904,3124850.0,105141.0,108736.0,96.9054,108736.0,5.33964,21.6163,743.773,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=17,17,,standard,1,0.92175,117.194,110688.0,103867.34,195367.574,219528.721,,,,,563.516,4196,,,3280996,,,,,786.076,786.076,3219770.0,106758.0,110551.0,131.257,110551.0,5.87543,22.5888,766.121,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=18,18,,standard,1,0.922875,115.25,117731.0,113227.057,199063.339,230238.173,,,,,563.516,4196,,,3280996,,,,,809.365,809.365,3315160.0,113854.0,117629.0,96.7289,117629.0,5.27648,23.555,788.624,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=19,19,,standard,1,0.92325,112.641,123672.0,118395.963,207601.717,233767.073,,,,,563.516,4196,,,3280996,,,,,831.707,831.707,3406670.0,119642.0,123568.0,97.8561,123568.0,5.35174,24.5012,810.178,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=20,20,,standard,1,0.92425,112.061,125466.0,117823.25,209010.556,236501.989,,,,,563.516,4196,,,3280996,,,,,855.293,855.293,3503280.0,121115.0,125329.0,132.014,125329.0,5.56476,25.4812,832.999,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=21,21,,standard,1,0.924625,109.329,135705.0,128381.416,219598.616,265091.022,,,,,563.516,4196,,,3280996,,,,,878.668,878.668,3599020.0,131410.0,135602.0,97.9992,135602.0,5.24753,26.4575,855.555,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=22,22,,standard,1,0.926375,106.635,140688.0,134639.973,231243.861,260776.528,,,,,563.516,4196,,,3280996,,,,,903.102,903.102,3699110.0,136256.0,140582.0,101.01,140582.0,5.30198,27.4438,879.178,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=23,23,,standard,1,0.927375,104.508,144681.0,137697.699,238717.923,272121.948,,,,,563.516,4196,,,3280996,,,,,925.221,925.221,3789710.0,140098.0,144574.0,101.606,144574.0,5.35874,28.4025,900.477,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=24,24,,standard,1,0.9285,104.408,150055.0,141041.346,241587.65,278668.657,,,,,563.516,4196,,,3280996,,,,,947.504,947.504,3880980.0,145348.0,149946.0,103.437,149946.0,5.31329,29.385,921.987,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=25,25,,standard,1,0.9295,101.531,156174.0,149755.581,255363.952,286503.463,,,,,563.516,4196,,,3280996,,,,,969.732,969.732,3972020.0,151142.0,156030.0,138.566,156030.0,5.63446,30.355,943.464,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=26,26,,standard,1,0.930625,99.7946,159542.0,151957.382,259827.733,290066.097,,,,,563.516,4196,,,3280996,,,,,992.931,992.931,4067050.0,154584.0,159434.0,103.3,159434.0,5.3412,31.3438,965.89,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=27,27,,standard,1,0.930875,98.1984,167799.0,160689.465,264399.13,296950.0,,,,,563.516,4196,,,3280996,,,,,1016.08,1016.08,4161850.0,162658.0,167690.0,103.453,167690.0,5.33144,32.3312,988.247,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=28,28,,standard,1,0.9325,96.4916,172809.0,168075.326,272197.187,301931.926,,,,,563.516,4196,,,3280996,,,,,1037.95,1037.95,4251460.0,167552.0,172701.0,103.137,172701.0,5.36273,33.3175,1009.37,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=29,29,,standard,1,0.932875,94.9818,177771.0,172860.404,279491.42,315403.205,,,,,563.516,4196,,,3280996,,,,,1059.5,1059.5,4339700.0,172262.0,177625.0,141.165,177625.0,5.46302,34.2912,1030.18,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=30,30,,standard,1,0.933375,93.8703,182320.0,176351.024,285146.75,311987.253,,,,,563.516,4196,,,3280996,,,,,1081.75,1081.75,4430850.0,176855.0,182181.0,133.699,182181.0,5.46745,35.275,1051.68,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=40,40,,standard,1,0.93575,80.2704,240337.0,230346.006,373500.896,419973.631,,,,,563.516,4196,,,3280996,,,,,1301.09,1301.09,5329250.0,233132.0,240227.0,104.548,240227.0,5.3684,45.13,1263.66,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=50,50,,standard,1,0.9385,70.0075,295999.0,280756.252,462357.552,515791.034,,,,,563.516,4196,,,3280996,,,,,1510.73,1510.73,6187940.0,286881.0,295887.0,106.322,295887.0,5.42999,54.945,1466.36,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
05c,agnews,Glass-NSG-DiskPort,hybrid_disk,test,agnews_05c_rerun_20260901_152210,0.0,32,2.0,NSG_R64_L100_SQ4U,ef=60,60,,standard,1,0.940875,62.4669,350848.0,336725.665,545153.118,611685.587,,,,,563.516,4196,,,3280996,,,,,1718.58,1718.58,7039290.0,339106.0,350711.0,129.969,350711.0,7.37269,64.8125,1667.66,,,,,,,800,03_system_fair,official Glass NSG SQ4U distance kernel,05c-glass-nsg-sq4u-native-odirect-v1,c6954872331b14342ffdfa2b6ca592903af41c83dc1c07c01b9ae41e978d138c,fa6f6a857171b3d9d561fc50aab70e1ed195f30016c7985ed20812436804f610,fa4c61b3728475ad1ff429504140c54cf5c8756ef533c1deff4b2621a16faacd,078548f8ed3526b3de09fb06f5c9b26f0125e3c1e0aeb017b99f5f4c95be6bb7,c43f3255726fed92ee142584ccd3a88728861862cb38f7c3defce8669ea501e6,20260813.0,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.formal_runs/runs/agnews_05c_rerun_20260901_152210/05C_disk_system_fair/agnews/artifacts/test/Glass-NSG-DiskPort__hybrid_disk__B2__standard__w32__r0.json,,,Glass-NSG
