layer,dataset,method,storage_mode,phase,run_id,repeat_id,workers,search_dram_budget_gib,config_id,search_param,search_width,ablation,cache_mode,beam_width,recall,qps,latency_mean_us,latency_p50_us,latency_p95_us,latency_p99_us,fixed_candidate_recall_at_10,mean_relative_error,p95_relative_error,pairwise_flip_rate,index_size_mb,resident_bytes,cache_bytes,cache_nodes,peak_rss_bytes,ours_4bit_payload_bytes,ours_8bit_payload_bytes,ours_adjacency_bytes,ours_fp32_base_bytes,io_requests_per_query,sectors_4k_per_query,bytes_read_per_query,io_wait_us,distance_compute_us,query_prep_us,queue_compute_us,rerank_us,visited_nodes,distance_evaluations,db1_checks,db1_survivors,full4_candidates,full4_page_reads,rerank_candidates,rerank_page_reads,query_count,source_suite,source_kernel,implementation_fingerprint,native_binary_sha256,input_manifest_sha256,source_index_manifest_sha256,query_split_sha256,query_order_sha256,query_order_seed,shared_graph_sha256,source_graph_sha256,graph_role,direct_io,native_aio,page_size,formal_ready,artifact_path,method_display,layer_display
05a,gist,SAQ_B4,resident,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k420,rerank_candidates=420,420,,c0,1,0.9835,9127.1798398,3413.738206,3375.833,4621.585,4774.862,0.9835,0.00077020356619,0.00200805541266,0.0134371717172,571.583329201,573448192,,,674062336,,,,,0.0,0.0,0.0,0.0,3365.37816,0.0,48.211607,0.0,0.0,420.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,False,False,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__resident__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,resident,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k460,rerank_candidates=460,460,,c0,1,0.9835,8444.59117391,3690.553878,3719.236,4990.526,5204.873,0.9835,0.000766333855322,0.00199918585192,0.0134371717172,571.583329201,573448192,,,674062336,,,,,0.0,0.0,0.0,0.0,3637.442746,0.0,52.96351,0.0,0.0,460.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,False,False,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__resident__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k10,rerank_candidates=10,10,,c0,1,1.0,877.337210537,32149.215039,21407.749,98253.674,142291.672,1.0,0.00120543681792,0.00236080354318,0.0175333333333,571.583329201,0,,,465256448,,,,,8.801,47.973,196497.408,31899.539401,247.590482,0.0,1.166862,0.0,0.0,10.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k11,rerank_candidates=11,11,,c0,1,0.9855,2550.00456311,8780.611379,1439.506,47657.961,94971.071,0.9855,0.00117479280429,0.00235572012661,0.0173272727273,571.583329201,0,,,465256448,,,,,9.59,52.516,215105.536,8558.45259,220.317177,0.0,1.082892,0.0,0.0,11.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k12,rerank_candidates=12,12,,c0,1,0.9837,2082.50142608,11834.519522,1808.087,62430.687,140290.434,0.9837,0.0011487435663,0.00234304162149,0.0170151515152,571.583329201,0,,,465256448,,,,,10.374,57.025,233574.4,11600.349037,232.224741,0.0,1.161293,0.0,0.0,12.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k13,rerank_candidates=13,13,,c0,1,0.9835,1747.74964606,14824.072955,3017.031,78474.911,135459.818,0.9835,0.00112591843026,0.00233272567922,0.0167179487179,571.583329201,0,,,465256448,,,,,11.161,61.545,252088.32,14544.184396,277.572892,0.0,1.34138,0.0,0.0,13.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k14,rerank_candidates=14,14,,c0,1,0.9835,1907.23012938,13007.759923,3638.286,61831.02,129874.946,0.9835,0.00110680839694,0.00232319062726,0.0162857142857,571.583329201,0,,,465256448,,,,,11.928,65.964,270188.544,12731.736175,273.745099,0.0,1.356897,0.0,0.0,14.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k15,rerank_candidates=15,15,,c0,1,0.9835,1879.67438837,13632.983542,4005.847,59535.687,115796.593,0.9835,0.00108987454397,0.00231349193819,0.0165142857143,571.583329201,0,,,465256448,,,,,12.691,70.445,288542.72,13333.289611,297.219791,0.0,1.480751,0.0,0.0,15.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k16,rerank_candidates=16,16,,c0,1,0.9835,1593.19270562,16313.322935,4904.785,77841.158,173499.133,0.9835,0.00107520295471,0.0023098062063,0.0165916666667,571.583329201,0,,,465256448,,,,,13.456,74.914,306847.744,15998.711523,312.116102,0.0,1.509479,0.0,0.0,16.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k17,rerank_candidates=17,17,,c0,1,0.9835,1553.25356888,17069.769002,6539.579,74324.064,145223.853,0.9835,0.00106100848272,0.00230442538609,0.0163823529412,571.583329201,0,,,465256448,,,,,14.218,79.38,325140.48,16721.495139,345.1229,0.0,2.027664,0.0,0.0,17.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k18,rerank_candidates=18,18,,c0,1,0.9835,1534.07764254,16966.441578,5913.317,69471.177,159772.642,0.9835,0.00104945911068,0.00229710753167,0.0161241830065,571.583329201,0,,,465256448,,,,,14.954,83.754,343056.384,16592.963721,370.08623,0.0,2.20345,0.0,0.0,18.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k19,rerank_candidates=19,19,,c0,1,0.9835,1622.73227485,16518.515578,6967.257,63661.672,132232.502,0.9835,0.0010402941945,0.00229511490864,0.0159473684211,571.583329201,0,,,465256448,,,,,15.686,88.079,360771.584,16121.728429,393.165678,0.0,2.379714,0.0,0.0,19.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k20,rerank_candidates=20,20,,c0,1,0.9835,1396.66966576,19599.757726,7269.627,86141.265,142248.848,0.9835,0.00103116666933,0.00229226917956,0.0159368421053,571.583329201,0,,,465256448,,,,,16.425,92.454,378691.584,19194.551046,401.465467,0.0,2.468292,0.0,0.0,20.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k21,rerank_candidates=21,21,,c0,1,0.9835,1322.84795889,20271.607208,7940.959,82610.933,146504.868,0.9835,0.00102330288113,0.00229299560484,0.0157761904762,571.583329201,0,,,465256448,,,,,17.146,96.835,396636.16,19842.138105,425.511227,0.0,2.621947,0.0,0.0,21.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k22,rerank_candidates=22,22,,c0,1,0.9835,1268.71711076,21394.293799,8216.764,82412.675,147870.371,0.9835,0.0010141113569,0.00228489248203,0.0156233766234,571.583329201,0,,,465256448,,,,,17.878,101.222,414605.312,20934.416939,455.577794,0.0,2.827498,0.0,0.0,22.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k23,rerank_candidates=23,23,,c0,1,0.9835,1282.02348351,21036.919525,7828.926,79533.784,171108.734,0.9835,0.00100598713439,0.00228190961942,0.0155256916996,571.583329201,0,,,465256448,,,,,18.59,105.517,432197.632,20569.63858,462.901852,0.0,2.937342,0.0,0.0,23.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k24,rerank_candidates=24,24,,c0,1,0.9835,1213.63583553,23175.693497,10283.894,90148.164,134809.215,0.9835,0.000998478640381,0.00228190961942,0.0154492753623,571.583329201,0,,,465256448,,,,,19.285,109.764,449593.344,22683.600872,487.489113,0.0,3.097479,0.0,0.0,24.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k25,rerank_candidates=25,25,,c0,1,0.9835,1173.34248616,23727.894873,10475.692,91304.99,159374.536,0.9835,0.000992401406489,0.00227780581099,0.01541,571.583329201,0,,,465256448,,,,,20.015,114.08,467271.68,23214.464145,508.601117,0.0,3.252168,0.0,0.0,25.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k26,rerank_candidates=26,26,,c0,1,0.9835,1091.85517031,25943.47557,10281.497,104343.519,177849.876,0.9835,0.000984698188791,0.0022707985524,0.0152307692308,571.583329201,0,,,465256448,,,,,20.716,118.339,484716.544,25428.34699,510.227096,0.0,3.316111,0.0,0.0,26.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k27,rerank_candidates=27,27,,c0,1,0.9835,1126.0888219,24418.868149,10241.08,95152.8,153165.589,0.9835,0.00098042778793,0.002266636044,0.0151680911681,571.583329201,0,,,465256448,,,,,21.418,122.582,502095.872,23876.215306,537.523423,0.0,3.49216,0.0,0.0,27.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k28,rerank_candidates=28,28,,c0,1,0.9835,1168.00422988,23939.915153,10581.663,87519.732,156403.734,0.9835,0.000974523561256,0.00226578525156,0.0151455026455,571.583329201,0,,,465256448,,,,,22.096,126.855,519598.08,23393.830456,540.896368,0.0,3.563875,0.0,0.0,28.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
05a,gist,SAQ_B4,payload_on_ssd,test,gist_test_20260829_204245,0,32,2.0,fixed_candidates_k29,rerank_candidates=29,29,,c0,1,0.9835,1028.88959204,26205.449736,12101.917,100633.019,165478.524,0.9835,0.000969021716923,0.00225746293171,0.0150837438424,571.583329201,0,,,465256448,,,,,22.797,131.07,536862.72,25629.847073,570.052973,0.0,3.817978,0.0,0.0,29.0,,,,,,,1000,01_quantizer_fair,official SAQ B=4 distance kernel,05a-saq-b4-native-odirect-v1,253a14eea355095ecdce40c9f4aae74c633a546b7592460e78e5db10b52a8696,ffc67dab09e9b01edefc1bc2f186a10d426ce6599531f0954be14881710ce5ca,5794d56f95bbcc080e9a51f1f90f872dc02c2b9bb64440298ef82318ee7a51d0,55d659f16ae506e790d914053d78fec74699e80b47fe6d1fefd31f58b83ff6e9,b92fae6ca12d310618d7bb738af1a11fcfe1af1d0a8fa843af640e89d0ab3a51,20260813,,,,True,True,4096,True,/home/kai3/coco/quantization_graph/results/disk_environment/.test_runs/gist/gist_test_20260829_204245/runs/gist_test_20260829_204245/05A_disk_quantizer_io/gist/artifacts/test/SAQ_B4__payload_on_ssd__B2__c0__w32__r0.json,SAQ,05A quantizer I/O
